Frequency   angle
1.60241	    0.033
1.62662	    0.05
1.6435	    0.05
1.67175	    0.2
1.6904	    0.216
1.7164	    0.216
1.732324	0.216
1.7454	    0.216
1.75673	    0.233
1.78086	    0.233
1.80756	    0.233
1.83545	    0.233
1.86374	    0.233
1.89305	    0.067
1.907	    0.067
1.92312	    0.067
1.93698	    0.067
1.94956	    0.067
1.96336	    0.05
1.9791	    0.05
1.98721	    0.05
1.9905	    0.033
